Location,county,IndexYear,Population,Total,Rate,PrsnTotal,PrsnRate,Murder,Manslaughter,Forcible_Sex,Assault,Non_Forcible_Sex,Kidnapping_Abduction,Human_Trafficking,Viol_Of_No_Contact,PrprtyTotal,PrprtyRate,Arson,Bribery,Burglary,Counterfeiting_Forgery,Destruction_of_Property,Extortion_Blackmail,Robbery,Theft,SctyTotal,SctyRate,Drug_Violations,Gambling_Violations,Pornography,Prostitution,Weapon_Law_Violation,Animal_Cruelty
Lynden Police Department,WHATCOM,2016,13380.0,327,24.4,72,5.381165919,0,0,4,46,0,7,0,15.0,231,17.26457399,2,0,18,11,49,0,0,151.0,24,1.793721973,21,0,1,0,2,0
Lynden Police Department,WHATCOM,2017,13620.0,403,29.6,55,4.038179148,0,0,6,36,1,1,0,11.0,297,21.8061674,1,0,28,9,57,1,1,200.0,51,3.744493392,41,0,1,0,9,0
Lynden Police Department,WHATCOM,2018,14160.0,469,33.1,73,5.155367232,0,0,12,46,0,1,0,14.0,373,26.34180791,4,0,35,16,67,1,3,247.0,23,1.624293785,19,0,1,0,3,0
Lynden Police Department,WHATCOM,2019,14470.0,543,37.5,98,6.772633034,0,0,5,71,2,2,0,18.0,409,28.26537664,1,0,30,15,71,2,2,288.0,36,2.487906012,23,0,3,0,10,0
Lynden Police Department,WHATCOM,2020,14800.0,616,41.6,106,7.162162162,0,0,16,75,1,2,0,12.0,486,32.83783784,0,0,36,12,92,0,1,345.0,24,1.621621622,16,0,2,0,6,0
Lynden Police Department,WHATCOM,2021,15110,513,33.95102581,133,8.802117803,0,0,14,108,1,0,0,10,359,23.75909993,1,0,28,10,55,3,1,261,21,1.389808074,13,0,1,0,7,0
Nooksack Tribal Police Department,WHATCOM,2012,,10,,2,,0,0,0,2,0,0,0,0.0,4,,0,0,0,0,0,0,0,4.0,4,,3,0,0,0,1,0
Sumas Police Department,WHATCOM,2012,1399.0,87,62.2,22,15.72551823,0,0,1,15,0,0,0,6.0,41,29.30664761,0,0,6,0,9,0,0,26.0,24,17.15511079,22,0,0,0,2,0
Sumas Police Department,WHATCOM,2013,1449.0,83,57.3,36,24.8447205,0,0,0,24,0,0,0,12.0,33,22.77432712,1,0,5,0,6,0,0,21.0,14,9.661835749,10,0,0,0,4,0
Sumas Police Department,WHATCOM,2014,1468.0,55,37.5,14,9.536784741,0,0,1,13,0,0,0,0.0,34,23.16076294,0,0,7,1,2,0,0,24.0,7,4.768392371,4,0,0,0,3,0
Sumas Police Department,WHATCOM,2015,1467.0,44,30.0,8,5.4533061,0,0,1,7,0,0,0,0.0,32,21.8132243,0,0,0,0,0,0,0,32.0,4,2.726653,3,0,0,0,1,0
Sumas Police Department,WHATCOM,2016,1517.0,38,25.0,20,13.18391562,0,0,0,20,0,0,0,0.0,14,9.228740936,0,0,2,0,0,0,0,12.0,4,2.636783125,3,0,0,0,1,0
Sumas Police Department,WHATCOM,2017,1571.0,28,17.8,10,6.365372374,0,0,0,10,0,0,0,0.0,14,8.911521324,0,0,3,0,2,0,0,9.0,4,2.54614895,3,0,0,0,1,0
Sumas Police Department,WHATCOM,2018,1590.0,32,20.1,7,4.402515723,0,0,0,7,0,0,0,0.0,15,9.433962264,0,0,5,0,0,0,0,10.0,10,6.289308176,9,0,0,0,1,0
Sumas Police Department,WHATCOM,2019,1604.0,23,14.3,7,4.364089776,0,0,1,6,0,0,0,0.0,13,8.104738155,0,0,2,0,0,0,0,11.0,3,1.87032419,3,0,0,0,0,0
Sumas Police Department,WHATCOM,2020,1665.0,16,9.6,7,4.204204204,0,0,0,7,0,0,0,0.0,6,3.603603604,0,0,2,0,0,0,0,4.0,3,1.801801802,3,0,0,0,0,0
Sumas Police Department,WHATCOM,2021,1760,19,10.79545455,12,6.818181818,0,0,1,11,0,0,0,0,7,3.977272727,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0
Western Washington University Police Department,WHATCOM,2012,,331,,23,,0,0,6,14,0,2,0,1.0,290,,1,0,11,3,153,0,0,122.0,18,,17,0,1,0,0,0
Western Washington University Police Department,WHATCOM,2013,0.0,345,0.0,14,0,0,0,2,12,0,0,0,0.0,315,0,0,0,7,1,161,0,0,146.0,16,0,16,0,0,0,0,0
Western Washington University Police Department,WHATCOM,2014,0.0,281,0.0,13,0,0,0,2,9,0,0,0,2.0,255,0,0,0,7,1,107,0,1,139.0,13,0,12,0,0,0,1,0
Western Washington University Police Department,WHATCOM,2015,0.0,290,0.0,19,0,0,0,1,17,0,0,0,1.0,262,0,0,0,11,0,131,0,1,119.0,9,0,9,0,0,0,0,0
Western Washington University Police Department,WHATCOM,2016,0.0,256,0.0,16,0,0,0,1,14,0,0,0,1.0,229,0,0,0,13,2,100,0,2,112.0,11,0,9,0,0,0,2,0
Western Washington University Police Department,WHATCOM,2017,0.0,362,0.0,29,0,0,0,1,27,0,1,0,0.0,312,0,0,0,10,0,164,0,0,138.0,21,0,21,0,0,0,0,0
Western Washington University Police Department,WHATCOM,2018,0.0,268,0.0,33,0,0,0,4,25,0,0,0,4.0,225,0,0,0,6,0,114,1,0,104.0,10,0,8,0,0,0,0,2
Western Washington University Police Department,WHATCOM,2019,0.0,230,0.0,21,0,0,0,1,20,0,0,0,0.0,205,0,1,0,3,0,106,1,1,93.0,4,0,4,0,0,0,0,0
Western Washington University Police Department,WHATCOM,2020,0.0,658,0.0,9,0,0,0,1,5,0,0,0,3.0,649,0,1,0,9,0,96,1,0,542.0,0,0,0,0,0,0,0,0
Western Washington University Police Department,WHATCOM,2021,0.0,209,0.0,9,0,0,0,3,6,0,0,0,0.0,199,0,1,0,4,0,102,3,1,88.0,1,0,1,0,0,0,0,0
Whatcom County Sheriffs Office,WHATCOM,2014,88822.0,3056,34.4,803,9.040553016,1,0,52,565,3,11,0,171.0,2026,22.80966427,11,0,474,34,406,2,10,1089.0,227,2.555673144,183,0,1,3,40,0
Whatcom County Sheriffs Office,WHATCOM,2015,89788.0,2751,30.6,745,8.2973226,5,0,53,538,5,11,0,133.0,1769,19.7019646,10,0,382,17,433,1,9,917.0,237,2.6395509,202,0,6,1,28,0
Whatcom County Sheriffs Office,WHATCOM,2016,90538.0,3107,34.3,894,9.874306921,4,0,72,614,10,12,0,182.0,1925,21.26179063,9,1,431,30,492,0,14,948.0,288,3.18098478,240,0,6,1,41,0
Whatcom County Sheriffs Office,WHATCOM,2017,91724.0,3074,33.5,822,8.961667612,0,0,62,540,9,13,0,198.0,1862,20.30003053,13,1,312,49,433,3,13,1038.0,390,4.251886093,342,0,2,0,46,0
Whatcom County Sheriffs Office,WHATCOM,2018,92915.0,3293,35.4,858,9.234246354,0,0,59,554,4,21,0,220.0,2102,22.62282732,10,0,353,48,485,1,15,1190.0,333,3.583920788,297,0,3,0,33,0
Whatcom County Sheriffs Office,WHATCOM,2019,94986.0,2848,30.0,776,8.169624997,5,0,52,503,3,15,0,198.0,1788,18.82382667,7,0,348,40,368,6,8,1011.0,284,2.989914303,249,0,4,1,27,3
Whatcom County Sheriffs Office,WHATCOM,2020,95300.0,3283,34.4,752,7.890870934,6,0,50,475,6,15,0,200.0,2227,23.3683106,14,0,355,42,358,5,10,1443.0,304,3.189926548,255,0,4,0,42,3
Whatcom County Sheriffs Office,WHATCOM,2021,95610.0,2633,27.5,612,6.401004079,4,0,42,416,4,7,0,139.0,1931,20.19663215,3,0,306,22,374,5,2,1219.0,90,0.941324129,64,0,3,0,22,1
COUNTY TOTAL,WHITMAN,2012,44805.0,2449,54.7,361,8.1,1,0,39,321,0,0,0,0.0,1505,33.6,7,0,172,10,462,0,6,848.0,583,13,535,0,0,1,47,0
COUNTY TOTAL,WHITMAN,2013,44280.0,1905,43.0,352,7.9,0,0,25,320,5,2,0,0.0,1225,27.7,0,0,161,15,348,0,4,697.0,328,7.4,303,0,0,0,25,0
COUNTY TOTAL,WHITMAN,2014,45740.0,2149,47.0,416,9.1,0,0,26,389,1,0,0,0.0,1360,29.7,6,0,189,13,369,3,3,777.0,373,8.2,337,0,3,0,33,0
COUNTY TOTAL,WHITMAN,2015,43880.0,1771,40.4,423,9.6,1,1,26,395,0,0,0,0.0,1086,24.7,4,1,173,5,312,0,6,585.0,262,6,221,0,5,0,36,0
COUNTY TOTAL,WHITMAN,2016,46755.0,1385,29.6,412,8.8,0,0,50,360,1,1,0,0.0,784,16.8,2,0,123,13,227,6,9,404.0,189,4,156,0,5,2,26,0
COUNTY TOTAL,WHITMAN,2017,45790.0,1694,37.0,313,6.8,0,0,30,282,0,1,0,0.0,1189,26,3,0,115,8,369,22,1,671.0,192,4.2,163,0,5,1,20,3
COUNTY TOTAL,WHITMAN,2018,46340.0,1506,32.5,383,8.3,1,0,41,304,3,0,0,34.0,916,19.8,5,0,88,9,265,4,5,540.0,207,4.5,175,0,3,6,22,1
COUNTY TOTAL,WHITMAN,2019,46080.0,1323,28.7,340,7.4,0,0,28,256,1,0,0,55.0,811,17.6,2,0,74,7,263,9,5,451.0,172,3.7,146,0,5,1,19,1
COUNTY TOTAL,WHITMAN,2020,46770.0,1292,27.6,301,6.4,0,0,21,228,1,2,0,49.0,777,16.6,2,0,86,7,218,9,3,452.0,214,4.6,166,0,7,0,40,1
COUNTY TOTAL,WHITMAN,2021,46524.0,1234,26.5,363,7.8,2,0,30,265,1,2,0,64.0,731,15.7,2,0,84,5,248,4,4,384.0,140,3,103,0,1,1,31,4
Colfax Police Department,WHITMAN,2012,2790.0,145,52.0,37,13.26164875,0,0,6,31,0,0,0,0.0,97,34.76702509,2,0,13,0,20,0,0,62.0,11,3.94265233,10,0,0,0,1,0
Colfax Police Department,WHITMAN,2013,2780.0,118,42.4,23,8.273381295,0,0,0,23,0,0,0,0.0,88,31.65467626,0,0,13,0,27,0,0,48.0,7,2.517985612,4,0,0,0,3,0
Colfax Police Department,WHITMAN,2014,2765.0,182,65.8,45,16.27486438,0,0,1,44,0,0,0,0.0,132,47.73960217,0,0,22,0,30,0,0,80.0,5,1.808318264,1,0,0,0,4,0
Colfax Police Department,WHITMAN,2015,2790.0,175,62.7,37,13.2616487,0,0,4,33,0,0,0,0.0,131,46.953405,1,0,28,0,29,0,0,73.0,7,2.5089606,4,0,0,0,3,0
Colfax Police Department,WHITMAN,2016,2795.0,21,7.5,16,5.72450805,0,0,0,16,0,0,0,0.0,5,1.788908766,0,0,1,0,3,0,0,1.0,0,0,0,0,0,0,0,0
Colfax Police Department,WHITMAN,2017,2795.0,11,3.9,2,0.715563506,0,0,0,2,0,0,0,0.0,8,2.862254025,0,0,2,0,4,0,0,2.0,1,0.357781753,1,0,0,0,0,0
Colfax Police Department,WHITMAN,2018,2820,31,10.9929078,10,3.546099291,0,0,1,9,0,0,0,0,14,4.964539007,0,0,1,0,3,0,0,10,7,2.482269504,5,0,0,2,0,0
Colfax Police Department,WHITMAN,2021,2855.0,,,,,0,0,0,0,0,0,0,1.0,,,0,0,0,0,0,0,0,0.0,,,0,0,0,0,0,0
Colton Police Department,WHITMAN,2014,420.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Garfield Police Department,WHITMAN,2012,595.0,13,21.8,5,8.403361345,0,0,0,5,0,0,0,0.0,8,13.44537815,0,0,4,0,1,0,0,3.0,0,0,0,0,0,0,0,0
Garfield Police Department,WHITMAN,2013,595.0,6,10.1,0,0,0,0,0,0,0,0,0,0.0,6,10.08403361,0,0,0,0,1,0,0,5.0,0,0,0,0,0,0,0,0
Garfield Police Department,WHITMAN,2014,595.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Garfield Police Department,WHITMAN,2016,595.0,1,1.7,1,1.680672269,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Garfield Police Department,WHITMAN,2019,600.0,6,10.0,0,0,0,0,0,0,0,0,0,0.0,6,10,0,0,6,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Garfield Police Department,WHITMAN,2020,600.0,1,1.7,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1,1.666666667,0,0,0,0,1,0
Palouse Police Department,WHITMAN,2012,1020.0,12,11.8,0,0,,0,0,0,0,0,0,0.0,12,11.76470588,0,0,0,0,4,0,0,8.0,0,0,0,0,0,0,0,0
Palouse Police Department,WHITMAN,2013,1020.0,7,6.9,1,0.980392157,0,0,0,1,0,0,0,0.0,6,5.882352941,0,0,2,0,0,0,0,4.0,0,0,0,0,0,0,0,0
Palouse Police Department,WHITMAN,2014,1030.0,3,2.9,0,0,0,0,0,0,0,0,0,0.0,3,2.912621359,0,0,1,0,0,0,0,2.0,0,0,0,0,0,0,0,0
Palouse Police Department,WHITMAN,2016,1040.0,2,1.9,2,1.923076923,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Palouse Police Department,WHITMAN,2019,1080.0,2,1.9,0,0,0,0,0,0,0,0,0,0.0,2,1.851851852,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Palouse Police Department,WHITMAN,2020,1090.0,2,1.8,0,0,0,0,0,0,0,0,0,0.0,1,0.917431193,0,0,0,0,1,0,0,0.0,1,0.917431193,1,0,0,0,0,0
Palouse Police Department,WHITMAN,2021,1100.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Pullman Police Department,WHITMAN,2012,31000.0,1161,37.5,209,6.741935484,0,0,19,190,0,0,0,0.0,814,26.25806452,0,0,89,4,270,0,4,447.0,138,4.451612903,119,0,0,0,19,0
Pullman Police Department,WHITMAN,2013,30990.0,926,29.9,206,6.647305582,0,0,8,194,3,1,0,0.0,671,21.65214585,0,0,95,12,169,0,2,393.0,49,1.581155211,42,0,0,0,7,0
Pullman Police Department,WHITMAN,2014,31420.0,1076,34.2,268,8.529598982,0,0,17,250,1,0,0,0.0,723,23.01082113,1,0,110,9,146,1,3,453.0,85,2.705283259,66,0,2,0,17,0
Pullman Police Department,WHITMAN,2015,32110.0,832,25.9,251,7.8168795,1,0,11,239,0,0,0,0.0,482,15.0109,1,1,96,0,109,0,5,270.0,99,3.0831517,83,0,2,0,14,0
Pullman Police Department,WHITMAN,2016,32650.0,559,17.1,202,6.186830015,0,0,16,186,0,0,0,0.0,299,9.157733538,1,0,35,2,62,0,6,193.0,58,1.776416539,41,0,2,1,14,0
Pullman Police Department,WHITMAN,2017,33280.0,1120,33.7,196,5.889423077,0,0,16,179,0,1,0,0.0,860,25.84134615,3,0,84,4,237,19,1,512.0,64,1.923076923,44,0,5,1,11,3
Pullman Police Department,WHITMAN,2018,33730.0,1020,30.2,285,8.449451527,0,0,27,231,3,0,0,24.0,655,19.41891491,5,0,67,3,173,2,5,400.0,80,2.371775867,61,0,2,1,16,0
Pullman Police Department,WHITMAN,2019,34560.0,852,24.7,246,7.118055556,0,0,15,190,1,0,0,40.0,555,16.05902778,2,0,46,5,161,6,5,330.0,51,1.475694444,34,0,5,0,11,1
Pullman Police Department,WHITMAN,2020,34850.0,798,22.9,184,5.279770445,0,0,14,143,0,1,0,26.0,567,16.2697274,1,0,65,4,142,7,3,345.0,47,1.348637016,18,0,4,0,24,1
Pullman Police Department,WHITMAN,2021,32454.0,796,24.5,250,7.703210698,1,0,20,187,1,0,0,41.0,510,15.71454982,1,0,71,3,148,4,4,279.0,36,1.109262341,18,0,0,0,16,2
Rosalia Police Department,WHITMAN,2012,555.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Rosalia Police Department,WHITMAN,2014,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington State University Police Department,WHITMAN,2012,,757,,47,,0,0,6,41,0,0,0,0.0,388,,3,0,34,3,140,0,1,207.0,322,,310,0,0,0,12,0
Washington State University Police Department,WHITMAN,2013,0.0,600,0.0,42,0,0,0,8,34,0,0,0,0.0,327,0,0,0,27,2,124,0,0,174.0,231,0,223,0,0,0,8,0
Washington State University Police Department,WHITMAN,2014,0.0,671,0.0,50,0,0,0,6,44,0,0,0,0.0,393,0,3,0,30,4,171,2,0,183.0,228,0,221,0,1,0,6,0
Washington State University Police Department,WHITMAN,2015,0.0,502,0.0,52,0,0,1,6,45,0,0,0,0.0,371,0,1,0,28,3,148,0,1,190.0,79,0,72,0,1,0,6,0
Washington State University Police Department,WHITMAN,2016,0.0,465,0.0,70,0,0,0,8,62,0,0,0,0.0,326,0,1,0,31,11,122,6,2,153.0,69,0,61,0,3,1,4,0
Washington State University Police Department,WHITMAN,2017,0.0,305,0.0,50,0,0,0,8,42,0,0,0,0.0,216,0,0,0,17,2,102,3,0,92.0,39,0,37,0,0,0,2,0
Washington State University Police Department,WHITMAN,2018,0.0,221,0.0,31,0,0,0,9,20,0,0,0,2.0,160,0,0,0,7,6,70,2,0,75.0,30,0,26,0,1,0,2,1
Washington State University Police Department,WHITMAN,2019,0.0,227,0.0,23,0,0,0,8,10,0,0,0,5.0,169,0,0,0,6,1,89,3,0,70.0,35,0,34,0,0,0,1,0
Washington State University Police Department,WHITMAN,2020,0.0,126,0.0,12,0,0,0,3,7,0,0,0,2.0,98,0,0,0,4,2,53,2,0,37.0,16,0,11,0,3,0,2,0
Washington State University Police Department,WHITMAN,2021,0.0,170,0.0,28,0,0,0,5,22,0,0,0,1.0,131,0,0,0,2,1,77,0,0,51.0,11,0,6,0,0,1,4,0
Whitman County Sheriffs Office,WHITMAN,2012,8845.0,361,40.8,63,7.122668174,1,0,8,54,0,0,0,0.0,186,21.02882985,2,0,32,3,27,0,1,121.0,112,12.6625212,96,0,0,1,15,0
Whitman County Sheriffs Office,WHITMAN,2013,8895.0,248,27.9,80,8.993816751,0,0,9,68,2,1,0,0.0,127,14.27768409,0,0,24,1,27,0,2,73.0,41,4.609331085,34,0,0,0,7,0
Whitman County Sheriffs Office,WHITMAN,2014,8955.0,217,24.2,53,5.918481295,0,0,2,51,0,0,0,0.0,109,12.17197097,2,0,26,0,22,0,0,59.0,55,6.141820212,49,0,0,0,6,0
Whitman County Sheriffs Office,WHITMAN,2015,8980.0,262,29.2,83,9.2427617,0,0,5,78,0,0,0,0.0,102,11.3585746,1,0,21,2,26,0,0,52.0,77,8.5746102,62,0,2,0,13,0
Whitman County Sheriffs Office,WHITMAN,2016,9675.0,337,34.8,121,12.50645995,0,0,26,93,1,1,0,0.0,154,15.91731266,0,0,56,0,40,0,1,57.0,62,6.408268734,54,0,0,0,8,0
Whitman County Sheriffs Office,WHITMAN,2017,9715.0,258,26.6,65,6.690684508,0,0,6,59,0,0,0,0.0,105,10.80802882,0,0,12,2,26,0,0,65.0,88,9.058157488,81,0,0,0,7,0
Whitman County Sheriffs Office,WHITMAN,2018,9790.0,234,23.9,57,5.82226762,1,0,4,44,0,0,0,8.0,87,8.886618999,0,0,13,0,19,0,0,55.0,90,9.193054137,83,0,0,3,4,0
Whitman County Sheriffs Office,WHITMAN,2019,9840.0,236,24.0,71,7.215447154,0,0,5,56,0,0,0,10.0,79,8.028455285,0,0,14,1,13,0,0,51.0,86,8.739837398,78,0,0,1,7,0
Whitman County Sheriffs Office,WHITMAN,2020,10230.0,365,35.7,105,10.26392962,0,0,4,78,1,1,0,21.0,111,10.85043988,1,0,17,1,22,0,0,70.0,149,14.56500489,136,0,0,0,13,0
Whitman County Sheriffs Office,WHITMAN,2021,10115.0,268,26.5,85,8.403361345,1,0,5,56,0,2,0,21.0,90,8.897676718,1,0,11,1,23,0,0,54.0,93,9.194265942,79,0,1,0,11,2
COUNTY TOTAL,YAKIMA,2012,159808.0,17393,108.8,3650,22.8,12,0,220,2677,15,23,0,703.0,12171,76.2,21,1,2129,72,2706,0,191,7051.0,1572,9.8,1298,0,4,11,259,0
COUNTY TOTAL,YAKIMA,2013,247251.0,18600,75.2,4401,17.8,16,1,256,3174,16,24,0,914.0,12880,52.1,37,1,2238,47,3409,0,190,6958.0,1319,5.3,947,0,5,92,275,0
COUNTY TOTAL,YAKIMA,2014,248905.0,17643,70.9,4368,17.5,7,0,289,3146,16,43,0,867.0,12261,49.3,53,0,2102,68,2863,0,152,7023.0,1014,4.1,742,1,6,5,260,0
COUNTY TOTAL,YAKIMA,2015,250019.0,19178,76.7,5166,20.7,21,0,296,3530,13,66,0,1240.0,12943,51.8,48,0,2277,72,2842,9,193,7502.0,1069,4.3,754,0,17,7,291,0
COUNTY TOTAL,YAKIMA,2016,250907.0,19713,78.6,5132,20.5,20,1,321,3686,11,56,0,1037.0,13439,53.6,50,0,2051,88,3098,8,188,7956.0,1142,4.6,785,0,28,5,324,0
COUNTY TOTAL,YAKIMA,2017,253000.0,18838,74.5,5227,20.7,22,1,352,3608,15,58,1,1170.0,12349,48.8,28,1,1745,132,2799,5,205,7434.0,1262,5,842,0,34,4,382,0
COUNTY TOTAL,YAKIMA,2018,249265.0,16859,67.6,4631,18.6,25,0,314,3152,11,47,0,1082.0,10874,43.6,39,0,1366,105,2663,8,158,6535.0,1354,5.4,924,0,40,3,387,0
COUNTY TOTAL,YAKIMA,2019,244500.0,17018,69.6,4779,19.5,19,0,345,3338,10,83,0,984.0,11111,45.4,30,0,1224,206,2694,9,153,6795.0,1128,4.6,743,0,45,3,337,0
COUNTY TOTAL,YAKIMA,2020,246660.0,17403,70.6,4809,19.5,22,1,298,3233,12,70,0,1173.0,11607,47.1,42,0,1453,82,2893,5,172,6960.0,987,4,600,0,57,6,324,0
COUNTY TOTAL,YAKIMA,2021,246370.0,15712,63.8,4784,19.4,21,0,313,3107,4,66,0,1273.0,10337,42,33,0,1371,41,2883,12,115,5882.0,591,2.4,288,0,24,1,278,0
Grandview Police Department,YAKIMA,2012,11000.0,747,67.9,180,16.36363636,1,0,7,139,0,0,0,33.0,463,42.09090909,3,1,105,16,115,0,3,220.0,104,9.454545455,89,0,0,0,15,0
Grandview Police Department,YAKIMA,2013,11010.0,641,58.2,163,14.80472298,0,0,17,112,0,1,0,33.0,389,35.3315168,0,0,89,8,101,0,3,188.0,89,8.0835604,77,0,0,0,12,0
Grandview Police Department,YAKIMA,2014,11170.0,583,52.2,143,12.80214861,1,0,7,107,0,1,0,27.0,381,34.10922113,0,0,79,6,89,0,2,205.0,59,5.282005372,50,0,0,0,9,0
Grandview Police Department,YAKIMA,2015,11202.0,535,47.8,168,14.9973219,1,0,13,114,0,4,0,36.0,338,30.1731834,0,0,60,0,105,0,3,170.0,29,2.5888234,23,0,0,0,6,0
Grandview Police Department,YAKIMA,2016,11160.0,566,50.7,134,12.00716846,0,0,7,102,0,0,0,25.0,378,33.87096774,0,0,38,5,108,0,1,226.0,54,4.838709677,42,0,1,0,11,0
Grandview Police Department,YAKIMA,2017,11170.0,472,42.3,138,12.35452104,0,0,1,100,0,2,0,35.0,273,24.44046553,1,0,37,1,68,0,0,166.0,61,5.461056401,44,0,0,0,17,0
Grandview Police Department,YAKIMA,2018,11180.0,503,45.0,150,13.41681574,0,0,5,94,0,3,0,48.0,304,27.19141324,3,0,43,3,81,0,2,172.0,49,4.382826476,37,0,1,0,11,0
Grandview Police Department,YAKIMA,2019,11200.0,497,44.4,143,12.76785714,0,0,6,108,0,1,0,28.0,324,28.92857143,0,0,37,3,59,0,4,221.0,30,2.678571429,26,0,0,0,4,0
Grandview Police Department,YAKIMA,2020,11230.0,645,57.4,167,14.87088157,0,0,6,98,1,1,0,61.0,453,40.33837934,0,0,58,4,83,0,3,305.0,25,2.226179875,23,0,0,0,2,0
Grandview Police Department,YAKIMA,2021,11360.0,719,63.3,198,17.42957746,0,0,8,125,0,3,0,62.0,502,44.19014085,1,0,77,10,136,0,1,277.0,19,1.672535211,13,0,0,0,6,0
Granger Police Department,YAKIMA,2012,3285.0,228,69.4,49,14.91628615,,0,3,39,1,0,0,6.0,159,48.40182648,0,0,22,1,61,0,1,74.0,20,6.088280061,8,0,0,0,12,0
Granger Police Department,YAKIMA,2013,3315.0,134,40.4,32,9.653092006,0,0,4,25,0,0,0,3.0,89,26.84766214,0,0,15,0,32,0,0,42.0,13,3.921568627,12,0,0,0,1,0
Granger Police Department,YAKIMA,2014,3495.0,144,41.2,48,13.73390558,0,0,1,33,0,0,0,14.0,88,25.1788269,0,0,9,0,32,0,1,46.0,8,2.288984263,6,0,0,0,2,0
Granger Police Department,YAKIMA,2015,3640.0,191,52.5,42,11.5384615,0,0,1,26,0,0,0,15.0,142,39.010989,0,0,28,1,46,0,2,65.0,7,1.9230769,3,0,0,0,4,0
Granger Police Department,YAKIMA,2016,3887.0,196,50.4,40,10.29071263,0,0,4,31,0,0,0,5.0,155,39.87651145,1,0,24,0,45,0,0,85.0,1,0.257267816,0,0,0,0,1,0
Granger Police Department,YAKIMA,2017,3905.0,66,16.9,19,4.865556978,0,0,0,12,0,1,0,6.0,46,11.77976953,0,0,7,0,11,0,2,26.0,1,0.256081946,0,0,0,0,1,0
Mabton Police Department,YAKIMA,2012,2290.0,118,51.5,39,17.03056769,0,0,1,30,0,0,0,8.0,59,25.76419214,0,0,6,2,18,0,0,33.0,20,8.733624454,13,0,0,0,7,0
Mabton Police Department,YAKIMA,2013,2305.0,69,29.9,16,6.94143167,0,0,0,16,0,0,0,0.0,50,21.69197397,0,0,8,1,9,0,0,32.0,3,1.301518438,2,0,0,0,1,0
Mabton Police Department,YAKIMA,2014,2310.0,89,38.5,30,12.98701299,0,0,0,21,0,0,0,9.0,53,22.94372294,0,0,9,0,7,0,1,36.0,6,2.597402597,3,0,0,0,3,0
Mabton Police Department,YAKIMA,2015,2310.0,77,33.3,21,9.0909091,0,0,0,19,0,0,0,2.0,49,21.2121212,0,0,4,0,14,0,1,30.0,7,3.030303,6,0,0,0,1,0
Mabton Police Department,YAKIMA,2016,2315.0,61,26.3,23,9.935205184,0,0,0,19,0,0,0,4.0,33,14.25485961,0,0,10,0,11,0,0,12.0,5,2.159827214,5,0,0,0,0,0
Mabton Police Department,YAKIMA,2017,2315.0,143,61.8,53,22.89416847,0,0,1,43,1,1,0,7.0,88,38.01295896,0,0,27,1,10,0,1,49.0,2,0.863930886,1,0,1,0,0,0
Mabton Police Department,YAKIMA,2018,2315.0,42,18.1,12,5.183585313,0,0,4,6,0,1,0,1.0,30,12.95896328,0,0,3,0,12,0,1,14.0,0,0,0,0,0,0,0,0
Moxee City Police Department,YAKIMA,2012,3556.0,93,26.2,19,5.343082115,1,0,2,13,1,0,0,2.0,52,14.6231721,0,0,2,0,13,0,0,37.0,22,6.186726659,21,0,0,0,1,0
Moxee City Police Department,YAKIMA,2013,3655.0,57,15.6,14,3.830369357,0,0,3,10,0,0,0,1.0,36,9.849521204,0,0,5,0,6,0,0,25.0,7,1.915184679,7,0,0,0,0,0
Moxee City Police Department,YAKIMA,2014,3720.0,86,23.1,25,6.720430108,0,0,1,20,0,0,0,4.0,53,14.24731183,0,0,7,0,20,0,0,26.0,8,2.150537634,7,0,0,0,1,0
Moxee City Police Department,YAKIMA,2015,3810.0,136,35.7,60,15.7480315,0,0,3,48,0,0,0,9.0,65,17.0603675,1,0,4,1,26,0,0,33.0,11,2.8871391,5,0,0,0,6,0
Moxee City Police Department,YAKIMA,2016,3955.0,129,32.6,51,12.89506953,0,0,5,40,0,0,0,6.0,69,17.44627054,0,0,11,1,21,1,1,34.0,9,2.275600506,5,0,0,0,4,0
Moxee City Police Department,YAKIMA,2017,4010.0,113,28.2,45,11.22194514,0,0,4,28,0,0,0,13.0,58,14.4638404,0,0,11,0,20,0,0,27.0,10,2.493765586,8,0,0,0,2,0
